20    0    7002    0.000125245    5.31549e-05    3.48585e-09    3.4882e-10    -4.42742e-06    -3.0515e-06    1.80299e-07    1.88351e-06    -1.39067e-05    -1.0928e-05    0.000304916    0.000215062    0.00116335    0.00802008
20    1    7003    0.00012471    5.34924e-05    3.45611e-09    3.53264e-10    -9.65891e-06    -3.18868e-06    5.24557e-07    1.90021e-06    -1.38945e-05    -1.09379e-05    0.000305938    0.000215856    0.000120833    0.0016804
20    2    7004    0.000124552    5.33181e-05    3.4474e-09    3.50965e-10    -2.12105e-06    -3.55564e-06    -8.35068e-07    1.87811e-06    -1.38819e-05    -1.09473e-05    0.000306955    0.000216644    0.000123096    0.00146576
20    3    7005    0.000123062    5.43084e-05    3.36542e-09    3.64124e-10    -1.97396e-05    -3.22302e-06    6.76158e-08    1.72666e-06    -1.38686e-05    -1.09561e-05    0.000307967    0.000217427    0.000114802    0.0011371
20    4    7006    0.000125335    5.29842e-05    3.49085e-09    3.46584e-10    -9.86952e-06    -2.76111e-06    -9.5887e-07    1.654e-06    -1.38551e-05    -1.09645e-05    0.000308973    0.000218204    9.49238e-05    0.000972747
20    5    7007    0.000123636    5.37764e-05    3.39684e-09    3.57025e-10    -9.11536e-06    -2.74386e-06    -8.09539e-07    1.85858e-06    -1.38414e-05    -1.09722e-05    0.000309975    0.000218974    7.87495e-05    0.000719907
20    6    7008    0.000124613    5.33226e-05    3.45076e-09    3.51025e-10    -9.45939e-06    -2.62136e-06    3.56511e-08    1.81145e-06    -1.38272e-05    -1.09795e-05    0.00031097    0.000219739    7.08915e-05    0.000537869
20    7    7009    0.000123234    5.43023e-05    3.3748e-09    3.64041e-10    -8.80791e-06    -4.01578e-06    2.21451e-07    2.08137e-06    -1.38128e-05    -1.0986e-05    0.00031196    0.000220497    4.76248e-05    0.000424822
20    8    7010    0.000125946    5.312e-05    3.52497e-09    3.48362e-10    -9.14847e-06    -3.41673e-06    -7.13276e-07    1.8972e-06    -1.37975e-05    -1.09923e-05    0.000312945    0.00022125    3.88985e-05    0.000319138
20    9    7011    0.000123171    5.40988e-05    3.37137e-09    3.61319e-10    -8.90656e-06    -3.3007e-06    -7.01067e-07    1.88314e-06    -1.37823e-05    -1.0998e-05    0.000313924    0.000221995    1.66351e-05    0.000117211
20    10    7012    0.000126689    5.25754e-05    3.56668e-09    3.41256e-10    -1.11236e-05    -3.39883e-06    -3.44201e-07    1.68975e-06    -1.37662e-05    -1.10034e-05    0.000314897    0.000222735    8.01241e-06    6.34098e-05
20    11    7013    0.000124294    5.39812e-05    3.43313e-09    3.59749e-10    -1.08319e-05    -3.52314e-06    -1.08015e-07    2.17517e-06    -1.37502e-05    -1.10081e-05    0.000315865    0.000223468    1.61613e-05    0.000109121
20    12    7014    0.000125046    5.33488e-05    3.47475e-09    3.5137e-10    -1.42414e-05    -2.91585e-06    -3.57206e-07    1.89356e-06    -1.37339e-05    -1.10126e-05    0.000316826    0.000224195    2.01319e-05    0.000192702
20    13    7015    0.000125141    5.30566e-05    3.48007e-09    3.47532e-10    -1.46581e-05    -3.02104e-06    6.45203e-07    1.61077e-06    -1.37174e-05    -1.10165e-05    0.000317782    0.000224915    2.87206e-05    0.000228081
20    14    7016    0.00012457    5.40522e-05    3.44838e-09    3.60697e-10    -1.29288e-05    -2.93861e-06    5.17755e-07    2.22898e-06    -1.3701e-05    -1.10199e-05    0.000318732    0.000225628    2.56573e-05    0.000250471
20    15    7017    0.000121397    5.45034e-05    3.27497e-09    3.66743e-10    -1.46217e-05    -2.87034e-06    4.31911e-07    1.66069e-06    -1.36849e-05    -1.10227e-05    0.000319676    0.000226335    3.33998e-05    0.00026574
20    16    7018    0.000124953    5.34375e-05    3.46963e-09    3.52539e-10    -1.65223e-05    -2.92058e-06    5.69627e-07    2.03406e-06    -1.36683e-05    -1.10252e-05    0.000320614    0.000227035    3.14499e-05    0.000203023
20    17    7019    0.000125397    5.26289e-05    3.49433e-09    3.41951e-10    -1.77501e-05    -1.78861e-06    2.19697e-07    1.5331e-06    -1.36518e-05    -1.10273e-05    0.000321546    0.000227729    2.13489e-05    0.000174991
20    18    7020    0.000124051    5.36869e-05    3.41972e-09    3.55838e-10    -8.64143e-06    -2.94965e-06    4.56154e-07    1.69089e-06    -1.36355e-05    -1.10288e-05    0.000322472    0.000228415    7.42463e-06    0.000122499
20    19    7021    0.00012329    5.3854e-05    3.37786e-09    3.58056e-10    -4.11902e-06    -2.64813e-06    4.78946e-07    1.84065e-06    -1.36192e-05    -1.10298e-05    0.000323391    0.000229096    7.96802e-06    5.31938e-05
20    20    7022    0.000124362    5.31708e-05    3.43689e-09    3.49029e-10    -6.90688e-06    -2.95094e-06    -6.8675e-07    1.32728e-06    -1.36021e-05    -1.10304e-05    0.000324305    0.000229769    3.64352e-06    1.23799e-05
20    21    7023    0.000123569    5.31462e-05    3.39317e-09    3.48706e-10    -1.04318e-05    -2.41108e-06    -2.62828e-08    1.45469e-06    -1.35849e-05    -1.10306e-05    0.000325212    0.000230436    5.7126e-06    7.75479e-05
20    22    7024    0.000123287    5.39104e-05    3.37771e-09    3.58806e-10    -6.17816e-06    -3.4861e-06    -1.48278e-06    1.70456e-06    -1.35676e-05    -1.10302e-05    0.000326113    0.000231096    1.46294e-05    9.46559e-05
20    23    7025    0.000123025    5.38018e-05    3.36338e-09    3.57362e-10    3.40418e-06    -3.47166e-06    -8.14355e-07    1.63396e-06    -1.35499e-05    -1.10294e-05    0.000327008    0.000231749    2.66351e-05    0.000132919
20    24    7026    0.000122772    5.44363e-05    3.34954e-09    3.65841e-10    -1.16643e-05    -3.31991e-06    5.80992e-07    1.94681e-06    -1.35316e-05    -1.10282e-05    0.000327897    0.000232396    2.1468e-05    0.000152137
20    25    7027    0.000123476    5.361e-05    3.38809e-09    3.54819e-10    -1.16708e-05    -2.8072e-06    5.04215e-07    1.343e-06    -1.3513e-05    -1.10267e-05    0.000328779    0.000233035    1.78695e-05    0.000161198
20    26    7028    0.000124206    5.34443e-05    3.42825e-09    3.52629e-10    -1.07837e-05    -2.95857e-06    -4.92946e-07    1.73745e-06    -1.34943e-05    -1.10249e-05    0.000329656    0.000233669    1.89761e-05    0.000113403
20    27    7029    0.000125145    5.27527e-05    3.48028e-09    3.43561e-10    -1.09916e-05    -2.01876e-06    -3.84502e-07    1.36907e-06    -1.34754e-05    -1.10227e-05    0.000330526    0.000234295    1.47114e-05    0.000120129
20    28    7030    0.000121651    5.42902e-05    3.28867e-09    3.6388e-10    -6.21227e-06    -3.35307e-06    1.58453e-07    1.76342e-06    -1.34569e-05    -1.10198e-05    0.000331389    0.000234915    3.40157e-06    7.65381e-05
20    29    7031    0.000123485    5.43501e-05    3.38859e-09    3.64684e-10    -2.29914e-05    -4.12311e-06    -1.49423e-07    1.89906e-06    -1.34378e-05    -1.10166e-05    0.000332247    0.000235528    1.05645e-05    2.3738e-05
