0  0	248080 3.62085e-09    3.67049e-10    -4.23299	-4.73299	0.000127647    5.45261e-05    9.22308e-06   9.5235e-06   3.3592e-06   1.07516e-05   2.97221e-06  7.95352e-06  8.00868e-05  2.81997e-05  
1  0	496160 3.63195e-09    3.69265e-10    -4.23299	-4.73299	0.000127843    5.46904e-05    4.37049e-06   1.13271e-06   2.40155e-06   2.64647e-06   2.4171e-05  -1.64514e-06  9.97975e-05  4.00728e-05  
2  0	744240 3.64194e-09    3.69539e-10    -4.23299	-4.73299	0.000128018    5.47108e-05    -5.1545e-06   -1.06799e-05   -1.01475e-06   -1.17404e-05   -2.98903e-06  -1.16237e-05  0.000173262  6.78805e-05  
3  0	985024 3.6474e-09    3.6732e-10    -4.23299	-4.73299	0.000128114    5.45462e-05    -1.2476e-05   -4.93782e-06   -4.20924e-06   -6.42914e-06   -1.75514e-05  -1.07885e-05  0.000207497  0.000102024  
4  0	1.20647e+06 3.6419e-09    3.6659e-10    -4.23299	-4.73299	0.000128018    5.4492e-05    -1.22849e-05   8.66505e-06   -5.01921e-06   9.50098e-06   -6.82383e-06  1.09081e-05  0.000221215  0.000118111  
5  0	1.40494e+06 3.64893e-09    3.67243e-10    -4.23299	-4.73299	0.000128141    5.45405e-05    -4.23049e-06   6.55419e-06   -2.42541e-06   8.74846e-06   -1.68711e-05  5.98035e-06  0.000229306  0.000123374  
6  0	1.56984e+06 3.66726e-09    3.69527e-10    -4.23299	-4.73299	0.000128463    5.47099e-05    7.61368e-06   -7.08696e-06   2.00743e-06   -7.06155e-06   5.80305e-06  -1.16582e-05  0.00022836  0.000131631  
7  0	1.71832e+06 3.67273e-09    3.72928e-10    -4.23299	-4.73299	0.000128559    5.4961e-05    1.47833e-05   -9.74141e-06   5.39898e-06   -1.20719e-05   1.36476e-05  -1.00566e-05  0.000230653  0.000141527  
8  0	1.85075e+06 3.644e-09    3.74338e-10    -4.23299	-4.73299	0.000128055    5.50648e-05    1.24917e-05   6.24376e-06   5.42457e-06   5.58112e-06   1.72782e-05  8.68005e-06  0.000235235  0.000146305  
9  0	1.96968e+06 3.62822e-09    3.69933e-10    -4.23299	-4.73299	0.000127777    5.47399e-05    5.95522e-06   1.13909e-05   3.31525e-06   1.30685e-05   8.96481e-06  1.01845e-05  0.000236998  0.000152531  
10  0	2.07949e+06 3.61866e-09    3.63226e-10    -4.23299	-4.73299	0.000127609    5.42414e-05    1.3202e-06   1.6869e-07   9.14161e-07   4.19386e-07   1.23816e-05  1.06142e-06  0.000244225  0.000160608  
11  0	2.17216e+06 3.63697e-09    3.65019e-10    -4.23299	-4.73299	0.000127931    5.43751e-05    1.81968e-06   -7.77555e-06   1.17765e-07   -1.02064e-05   3.24646e-06  -1.15119e-05  0.000250406  0.000164684  
12  0	2.2506e+06 3.68889e-09    3.75538e-10    -4.23299	-4.73299	0.000128841    5.5153e-05    8.50163e-06   3.02988e-06   2.07709e-06   1.51925e-06   1.17653e-06  -5.05742e-07  0.000251841  0.000170164  
13  0	2.31444e+06 3.77482e-09    3.73721e-10    -4.23299	-4.73299	0.000130333    5.50195e-05    1.66455e-05   1.17319e-05   4.90214e-06   1.22276e-05   1.86626e-05  1.07857e-05  0.000248062  0.000169871  
14  0	2.37354e+06 3.77711e-09    3.67618e-10    -4.23299	-4.73299	0.000130372    5.45684e-05    2.02084e-05   2.49475e-06   7.03874e-06   2.62296e-06   1.63415e-05  5.54688e-06  0.000247986  0.000174875  
15  0	2.42243e+06 3.74076e-09    3.67655e-10    -4.23299	-4.73299	0.000129744    5.45711e-05    1.50523e-05   -1.03156e-05   6.45068e-06   -1.23599e-05   1.72244e-05  -9.75798e-06  0.000253897  0.000176991  
16  0	2.45891e+06 3.72041e-09    3.80749e-10    -4.23299	-4.73299	0.00012939    5.55344e-05    3.77801e-07   -4.19208e-06   1.84524e-06   -6.65759e-06   3.24496e-07  -8.40628e-06  0.00025407  0.000180659  
17  0	2.49722e+06 3.72449e-09    3.85411e-10    -4.23299	-4.73299	0.000129461    5.58733e-05    -1.35602e-05   1.36656e-05   -3.88515e-06   1.43193e-05   -9.49679e-06  1.49484e-05  0.000251735  0.000178644  
18  0	2.52859e+06 3.74296e-09    3.71052e-10    -4.23299	-4.73299	0.000129782    5.48227e-05    -1.77828e-05   1.05452e-05   -6.71032e-06   1.33622e-05   -2.18161e-05  1.32562e-05  0.000255344  0.000177424  
19  0	2.55413e+06 3.68353e-09    3.63515e-10    -4.23299	-4.73299	0.000128747    5.42629e-05    -1.50261e-05   -4.77027e-06   -6.38158e-06   -4.17384e-06   -1.32814e-05  -9.41924e-06  0.000259984  0.00018045  
20  0	2.57857e+06 3.62188e-09    3.75249e-10    -4.23299	-4.73299	0.000127665    5.51318e-05    -1.05627e-05   -2.88977e-06   -4.42742e-06   -3.0515e-06   -1.68711e-05  -3.11169e-06  0.000259864  0.000179555  
21  0	2.58915e+06 3.62549e-09    3.91715e-10    -4.23299	-4.73299	0.000127729    5.63284e-05    -7.55491e-06   1.27768e-05   -2.14976e-06   1.48134e-05   -1.19381e-05  1.31718e-05  0.000257976  0.000179914  
22  0	2.60046e+06 3.63589e-09    3.82174e-10    -4.23299	-4.73299	0.000127912    5.56382e-05    -6.37933e-06   1.51406e-05   -4.753e-07   1.84304e-05   -3.31298e-06  8.11012e-06  0.00025785  0.000174552  
23  0	2.59536e+06 3.64263e-09    3.62796e-10    -4.23299	-4.73299	0.000128031    5.42093e-05    -7.52875e-06   4.26771e-06   -7.10529e-07   6.61404e-06   -7.72947e-06  3.46083e-06  0.000261118  0.000173139  
24  0	2.6001e+06 3.63318e-09    3.6869e-10    -4.23299	-4.73299	0.000127865    5.46479e-05    -1.06133e-05   -9.25666e-07   -2.36847e-06   -4.69515e-07   -8.6953e-06  -2.88459e-06  0.000264372  0.000172996  
25  0	2.60338e+06 3.63418e-09    3.92907e-10    -4.23299	-4.73299	0.000127882    5.64141e-05    -1.16729e-05   9.50831e-06   -4.25762e-06   1.04236e-05   -1.03286e-05  9.47714e-06  0.000266366  0.000176075  
26  0	2.62746e+06 3.63761e-09    3.8752e-10    -4.23299	-4.73299	0.000127942    5.6026e-05    -6.31329e-06   1.70183e-05   -3.71698e-06   2.00142e-05   -6.77245e-06  1.47219e-05  0.000264015  0.000175353  
27  0	2.63366e+06 3.63948e-09    3.8665e-10    -4.23299	-4.73299	0.000127975    5.59631e-05    3.57157e-06   3.98542e-06   -3.95649e-07   6.5343e-06   6.54685e-06  4.18144e-06  0.000268686  0.000177854  
