0      -9.13257e-08      -1.53137e-07      -9.1896e-08      3.52573e-09      2.05526e-09      -1.49308e-08      
1      -8.3207e-07      1.56582e-06      -2.22878e-06      1.20596e-06      -2.79346e-08      7.04857e-08      
2      6.29367e-07      -1.60171e-06      2.04135e-06      -1.19491e-06      2.62896e-08      -6.67208e-08      
3      1.4182e-05      7.12839e-07      1.08301e-06      1.03564e-06      -2.25023e-08      7.52577e-08      
4      -1.43809e-05      -7.61995e-07      -1.26975e-06      -1.02478e-06      2.19436e-08      -7.31419e-08      
5      7.28628e-07      1.37542e-06      5.28822e-06      -2.48487e-07      6.14058e-08      -2.0025e-08      
6      -9.35239e-07      -1.51641e-06      -5.47636e-06      2.57986e-07      -6.41727e-08      1.07191e-08      
7      -7.26793e-06      4.38768e-06      -4.86062e-06      5.78626e-08      -6.20576e-08      -1.11506e-08      
8      7.07508e-06      -4.60975e-06      4.67497e-06      -4.95642e-08      6.324e-08      -8.23921e-09      
9      1.56845e-05      3.20362e-06      -2.94622e-06      -6.00342e-07      -5.34867e-08      -2.95083e-08      
10      -1.58702e-05      -3.31904e-06      2.76187e-06      6.1022e-07      5.67216e-08      2.33831e-08      
11      3.48042e-06      2.71752e-06      1.40026e-06      -1.17028e-06      1.22294e-08      -7.24918e-08      
12      -3.67518e-06      -2.74948e-06      -1.58625e-06      1.18139e-06      -1.15951e-08      7.67466e-08      
13      -8.75576e-06      1.20573e-06      -1.91584e-06      1.15187e-06      -2.78591e-09      7.91227e-08      
14      8.56561e-06      -1.24583e-06      1.73069e-06      -1.14088e-06      4.74452e-09      -7.58814e-08      
15      -2.20617e-05      4.08448e-06      -1.90697e-07      -2.15854e-07      6.15671e-08      -3.02692e-08      
16      2.1857e-05      -4.26076e-06      2.90126e-09      2.24831e-07      -6.37885e-08      1.65743e-08      
17      -1.69948e-05      -1.89244e-06      1.05238e-07      9.10043e-07      4.74826e-08      5.5381e-08      
18      1.68191e-05      1.79982e-06      -2.87771e-07      -8.99827e-07      -4.13807e-08      -5.86709e-08      
19      6.59265e-06      3.19325e-06      -1.79366e-06      1.14893e-06      -3.93185e-08      6.23443e-08      
20      -6.80067e-06      -3.23941e-06      1.60526e-06      -1.13803e-06      3.6147e-08      -5.98557e-08      
21      -1.39205e-05      5.42848e-06      2.88604e-06      4.89695e-07      6.13827e-08      1.55392e-08      
22      1.37319e-05      -5.56743e-06      -3.07092e-06      -4.80166e-07      -5.89906e-08      -2.45913e-08      
23      -1.82002e-05      2.56357e-06      1.63908e-06      -6.9404e-07      5.24489e-08      -3.61282e-08      
24      1.79873e-05      -2.65202e-06      -1.82836e-06      7.04317e-07      -5.70158e-08      3.33566e-08      
25      1.51611e-05      6.41325e-06      -2.35144e-07      6.99575e-07      -5.12789e-08      4.8341e-08      
26      -1.53685e-05      -6.54079e-06      4.68525e-08      -6.89876e-07      4.82736e-08      -5.59743e-08      
27      8.49127e-07      4.7326e-06      4.02578e-06      -5.97152e-07      5.26701e-08      -4.6393e-08      
28      -1.06108e-06      -4.83491e-06      -4.21489e-06      6.07224e-07      -5.69698e-08      4.18974e-08      
29      -2.12229e-05      -3.25078e-06      1.806e-06      -3.15932e-07      5.95299e-08      -1.69205e-08      
30      2.10164e-05      3.12102e-06      -1.99413e-06      3.25598e-07      -6.22731e-08      9.0115e-09      
31      1.47276e-05      2.61369e-06      -3.64151e-06      5.42332e-07      -5.7527e-08      1.60653e-08      
32      -1.4937e-05      -2.71683e-06      3.45286e-06      -5.32272e-07      5.39662e-08      -2.06635e-08      
33      3.05434e-06      -4.73322e-06      -3.31852e-06      -9.01693e-07      -4.70586e-08      -5.23969e-08      
34      -3.23101e-06      4.62656e-06      3.13581e-06      9.117e-07      5.28873e-08      4.73602e-08      
35      2.26166e-06      7.1499e-06      1.22543e-06      9.72958e-07      1.84793e-08      7.51617e-08      
36      -2.44195e-06      -7.23891e-06      -1.40879e-06      -9.62689e-07      -1.36905e-08      -7.80022e-08      
37      -8.91329e-06      -4.79847e-06      -8.60662e-07      -1.08829e-06      1.37918e-08      -7.61606e-08      
