0      -2.3608e-06      6.08581e-07      0.000333433      -0.000202223      4.79926e-07      -3.00115e-07      
1      -1.9744e-06      6.45517e-06      0.000228169      -0.00159515      3.27683e-07      -2.34819e-06      
2      1.14851e-05      -4.17136e-07      -0.00129638      0.000104694      -1.88957e-06      1.53942e-07      
3      2.04187e-06      1.80893e-06      -0.00028494      -0.000589559      -4.17063e-07      -8.715e-07      
4      7.17078e-06      -1.35007e-07      -0.000933794      4.05596e-05      -1.35958e-06      5.86373e-08      
5      1.53954e-05      9.86584e-07      -0.00145128      -0.000196638      -2.1196e-06      -2.92701e-07      
6      4.82064e-06      -3.42654e-06      -0.000621886      0.00100336      -9.05858e-07      1.47923e-06      
7      -7.04855e-06      1.44388e-06      0.000910767      -0.000428548      1.3201e-06      -6.35215e-07      
8      -1.80766e-06      7.86821e-06      0.000191548      -0.00170796      2.74836e-07      -2.51071e-06      
9      -1.67207e-05      -6.94344e-06      0.0012277      0.000954675      1.7923e-06      1.41504e-06      
10      -2.95016e-06      -6.62162e-06      0.000334478      0.00159408      4.82852e-07      2.34934e-06      
11      8.79881e-06      2.95248e-06      -0.00104571      -0.000783185      -1.52463e-06      -1.16001e-06      
12      -1.30132e-05      -3.22306e-06      0.00131247      0.000693478      1.9144e-06      1.0296e-06      
13      -8.47354e-06      -9.03088e-07      0.00105778      0.000257204      1.53741e-06      3.80173e-07      
14      6.988e-06      -1.46669e-07      -0.000912921      4.42507e-05      -1.33111e-06      6.41809e-08      
15      1.50314e-05      1.0033e-06      -0.00144053      -0.000204311      -2.10649e-06      -3.04494e-07      
16      4.68964e-06      -3.52152e-06      -0.000603453      0.00102744      -8.80334e-07      1.51691e-06      
17      -6.91811e-06      1.47217e-06      0.000895163      -0.000437808      1.29921e-06      -6.49834e-07      
18      -1.79267e-06      8.0592e-06      0.00018733      -0.00171447      2.69153e-07      -2.52352e-06      
19      -1.63772e-05      -7.12742e-06      0.00120945      0.000985391      1.7677e-06      1.46213e-06      
20      -2.96342e-06      -6.60226e-06      0.000335823      0.00158952      4.8553e-07      2.34612e-06      
21      8.81702e-06      2.95022e-06      -0.0010458      -0.000780964      -1.52704e-06      -1.15844e-06      
22      -1.30535e-05      -3.21138e-06      0.00131275      0.000688786      1.91771e-06      1.02416e-06      
23      -8.50161e-06      -8.96645e-07      0.00105887      0.000254748      1.54133e-06      3.77091e-07      
24      7.00136e-06      -1.41933e-07      -0.000913004      4.2744e-05      -1.33321e-06      6.20414e-08      
25      1.50663e-05      1.00544e-06      -0.00143923      -0.000203991      -2.10776e-06      -3.04468e-07      
26      4.69684e-06      -3.50917e-06      -0.000603671      0.00102284      -8.81962e-07      1.51234e-06      
