Frequency [Hz]	Re(Zydip) [Ohm/m]	Im(Zydip) [Ohm/m]
8.43743719e+09 6.05176526e+01 6.06442368e+01
8.85530444e+09 5.90766958e+01 5.91961442e+01
9.29386672e+09 5.76700438e+01 5.77826306e+01
9.99545375e+09 5.56151729e+01 5.57179113e+01
1.07500031e+10 5.36335480e+01 5.37269713e+01
1.12751201e+10 5.23734012e+01 5.24609855e+01
1.18258881e+10 5.11428913e+01 5.12248313e+01
1.41068082e+10 4.68387103e+01 4.69012613e+01
1.68276613e+10 4.28975760e+01 4.29426265e+01
1.71140776e+10 4.25383335e+01 4.25817879e+01
1.74053690e+10 4.21821113e+01 4.22239814e+01
2.13742343e+10 3.80794865e+01 3.81028539e+01
2.62481015e+10 3.43781969e+01 3.43839652e+01
3.04144918e+10 3.19490176e+01 3.19423020e+01
3.52422177e+10 2.96934207e+01 2.96740273e+01
3.93566650e+10 2.81093876e+01 2.80801980e+01
4.39514644e+10 2.66113458e+01 2.65719732e+01
5.03139545e+10 2.48877488e+01 2.48351953e+01
5.75974896e+10 2.32786763e+01 2.32119235e+01
6.67870033e+10 2.16397625e+01 2.15559754e+01
7.74426775e+10 2.01208827e+01 2.00181256e+01
8.14884263e+10 1.96246632e+01 1.95148547e+01
8.57455325e+10 1.91413884e+01 1.90242280e+01
8.61528825e+10 1.90970575e+01 1.89791969e+01
8.65621676e+10 1.90528359e+01 1.89342722e+01
1.10203965e+11 1.69391135e+01 1.67806047e+01
1.40302793e+11 1.50798933e+01 1.48714999e+01
1.83659908e+11 1.32765220e+01 1.29965941e+01
2.40415469e+11 1.17306669e+01 1.13561463e+01
2.47205052e+11 1.15845505e+01 1.11985907e+01
2.54186379e+11 1.14409279e+01 1.10431735e+01
3.37408314e+11 1.01179273e+01 9.57663725e+00
4.47877541e+11 9.03631761e+00 8.29428182e+00
5.78186378e+11 8.26406735e+00 7.26666561e+00
7.46408243e+11 7.69094525e+00 6.32768637e+00
7.48179117e+11 7.68660836e+00 6.31925362e+00
7.49954193e+11 7.68229017e+00 6.31082441e+00
7.91034545e+11 7.59010247e+00 6.12195228e+00
8.34365161e+11 7.50764685e+00 5.93421707e+00
9.87944432e+11 7.31388260e+00 5.33798971e+00
1.16979261e+12 7.22979674e+00 4.71236558e+00
1.39541656e+12 7.26390100e+00 3.96776284e+00
1.66455777e+12 7.39845568e+00 3.02382639e+00
1.83293793e+12 7.47751125e+00 2.36828407e+00
2.01835077e+12 7.50743167e+00 1.57985117e+00
2.06759951e+12 7.49910739e+00 1.36004006e+00
2.11804993e+12 7.48168556e+00 1.13132485e+00
2.25027556e+12 7.38725503e+00 5.20807000e-01
2.39075577e+12 7.19965431e+00 -1.28703375e-01
2.42014717e+12 7.14833081e+00 -2.62353696e-01
2.44989991e+12 7.09208844e+00 -3.96264686e-01
2.48001842e+12 7.03079061e+00 -5.30129525e-01
2.51050720e+12 6.96432293e+00 -6.63621503e-01
2.66723315e+12 6.55653864e+00 -1.30742119e+00
2.83374319e+12 6.02165852e+00 -1.88724149e+00
3.19653269e+12 4.68467373e+00 -2.68604894e+00
3.60576827e+12 3.28651405e+00 -2.90751724e+00
4.30123144e+12 1.72038632e+00 -2.50240906e+00
5.13083218e+12 8.41941207e-01 -1.84903648e+00
5.80126750e+12 5.07900922e-01 -1.44275187e+00
6.55930722e+12 3.07644480e-01 -1.11191827e+00
7.24535984e+12 2.06086723e-01 -8.97115153e-01
8.00316824e+12 1.38819219e-01 -7.23138853e-01
8.02215597e+12 1.37528031e-01 -7.19434268e-01
8.04118876e+12 1.36249279e-01 -7.15748776e-01
1.03807523e+13 5.06586350e-02 -4.12506938e-01
1.34010059e+13 1.93949100e-02 -2.39335706e-01
1.85068192e+13 5.93979244e-03 -1.21162589e-01
2.36126325e+13 2.47064896e-03 -7.25942085e-02
2.42888940e+13 2.23337851e-03 -6.84026838e-02
2.49651555e+13 2.02475308e-03 -6.45557991e-02
2.94449516e+13 1.12579504e-03 -4.55324948e-02
3.39247477e+13 6.82354343e-04 -3.36611896e-02
3.63767984e+13 5.33641038e-04 -2.89708174e-02
3.88288491e+13 4.24295158e-04 -2.51569579e-02
4.08039116e+13 3.56497735e-04 -2.25811830e-02
4.27789742e+13 3.02075765e-04 -2.03608679e-02
5.63884508e+13 1.15116063e-04 -1.09572550e-02
6.99979275e+13 5.41407667e-05 -6.58265557e-03
7.37502684e+13 4.50960928e-05 -5.79485772e-03
7.75026092e+13 3.78877763e-05 -5.12402060e-03
1.07031277e+14 1.19269866e-05 -2.17205429e-03
1.36559945e+14 4.70362723e-06 -1.03220487e-03
1.47874739e+14 3.40260706e-06 -7.88839521e-04
1.59189533e+14 2.49099235e-06 -6.06269030e-04
1.64748454e+14 2.14468193e-06 -5.33578515e-04
1.70307375e+14 1.85014408e-06 -4.70009120e-04
1.99485948e+14 8.72889034e-07 -2.43875829e-04
2.28664521e+14 4.22645135e-07 -1.27589179e-04
2.30901837e+14 4.00049392e-07 -1.21420528e-04
2.33139152e+14 3.78689096e-07 -1.15550669e-04
2.88987914e+14 9.77016185e-08 -3.34476343e-05
3.44836675e+14 2.54634622e-08 -9.54676907e-06
3.50755941e+14 2.20800656e-08 -8.34993356e-06
3.56675207e+14 1.91453266e-08 -7.30159466e-06
3.86995011e+14 9.21269748e-09 -3.66040442e-06
4.17314814e+14 4.42418356e-09 -1.82501544e-06
4.62423109e+14 1.47908621e-09 -6.41786870e-07
5.07531404e+14 4.91746162e-10 -2.23295451e-07
5.32928859e+14 2.63884117e-10 -1.22701178e-07
5.58326313e+14 1.41366642e-10 -6.72301092e-08
5.86332137e+14 7.08947865e-11 -3.45205854e-08
6.14337960e+14 3.54853456e-11 -1.76704878e-08
6.30070618e+14 2.40353962e-11 -1.21147323e-08
6.45803275e+14 1.62708232e-11 -8.29844047e-09
6.61613086e+14 1.09874737e-11 -5.66893837e-09
6.77422896e+14 7.41572081e-12 -3.86943677e-09
6.94388737e+14 4.86040541e-12 -2.56614515e-09
7.11354578e+14 3.18375218e-12 -1.70031972e-09
7.20153565e+14 2.55595371e-12 -1.37302585e-09
7.28952552e+14 2.05164406e-12 -1.10848363e-09
7.37969214e+14 1.63765986e-12 -8.89981861e-10
7.46985877e+14 1.30701232e-12 -7.14388575e-10
7.46985877e+14 1.30701232e-12 -7.14388575e-10
1.49397175e+15 7.06238364e-21 -5.31220444e-18
