Printout for SDDS file twiss.twi

       s            betax          betay           etax           etay     
       m              m              m              m              m       
---------------------------------------------------------------------------
  5.190625e+02   1.443233e+00   3.189278e+00   1.598277e-02   0.000000e+00 
  5.193655e+02   1.858840e+00   1.950941e+00   1.775835e-02   0.000000e+00 
  5.196685e+02   2.571487e+00   1.003808e+00   2.096062e-02   0.000000e+00 
  5.196685e+02   2.571487e+00   1.003808e+00   2.096062e-02   0.000000e+00 
  5.197380e+02   2.780842e+00   8.418938e-01   2.186548e-02   0.000000e+00 
  5.198880e+02   3.272922e+00   5.768096e-01   2.381842e-02   0.000000e+00 
  5.199495e+02   3.490569e+00   5.014560e-01   2.461913e-02   0.000000e+00 
  5.201995e+02   3.490570e+00   5.015374e-01   2.462683e-02   0.000000e+00 
  5.201995e+02   3.490570e+00   5.015374e-01   2.462683e-02   0.000000e+00 
  5.201995e+02   3.490570e+00   5.015374e-01   2.462683e-02   0.000000e+00 
  5.202670e+02   3.252183e+00   5.853294e-01   2.375207e-02   0.000000e+00 
  5.202670e+02   3.252183e+00   5.853294e-01   2.375207e-02   0.000000e+00 
  5.204805e+02   2.571488e+00   1.004114e+00   2.098524e-02   0.000000e+00 
  5.207835e+02   1.858840e+00   1.951535e+00   1.780169e-02   0.000000e+00 
  5.210865e+02   1.443234e+00   3.190166e+00   1.604616e-02   0.000000e+00 
  5.213895e+02   1.273600e+00   4.570821e+00   1.566512e-02   0.000000e+00 
  5.213895e+02   1.273600e+00   4.570821e+00   1.566512e-02   0.000000e+00 
  5.216925e+02   1.329094e+00   5.927210e+00   1.664697e-02   0.000000e+00 
  5.219955e+02   1.616536e+00   7.095962e+00   1.902163e-02   0.000000e+00 
  5.222985e+02   2.171244e+00   7.936309e+00   2.286150e-02   0.000000e+00 
  5.222985e+02   2.171244e+00   7.936309e+00   2.286150e-02   0.000000e+00 
  5.223565e+02   2.310451e+00   8.059328e+00   2.374360e-02   0.000000e+00 
  5.224665e+02   2.733638e+00   7.855823e+00   2.608469e-02   0.000000e+00 
  5.225415e+02   3.153352e+00   7.429838e+00   2.815100e-02   0.000000e+00 
  5.225415e+02   3.153352e+00   7.429838e+00   2.815100e-02   0.000000e+00 
  5.225415e+02   3.153352e+00   7.429838e+00   2.815100e-02   0.000000e+00 
  5.227885e+02   4.774521e+00   6.121285e+00   3.495605e-02   0.000000e+00 
  5.228807e+02   5.473615e+00   5.669930e+00   3.749623e-02   0.000000e+00 
  5.228807e+02   5.473615e+00   5.669930e+00   3.749623e-02   0.000000e+00 
  5.229685e+02   6.186821e+00   5.258865e+00   3.991519e-02   0.000000e+00 
  5.231185e+02   7.512431e+00   4.598905e+00   4.404781e-02   0.000000e+00 
  5.233315e+02   9.627057e+00   3.753489e+00   4.991614e-02   0.000000e+00 
  5.234215e+02   1.060248e+01   3.428623e+00   5.239571e-02   0.000000e+00 
  5.234885e+02   1.136022e+01   3.199256e+00   5.424161e-02   0.000000e+00 
  5.235985e+02   1.200332e+01   3.011470e+00   5.576102e-02   0.000000e+00 
  5.236735e+02   1.200131e+01   3.003392e+00   5.575714e-02   0.000000e+00 
  5.239205e+02   1.200131e+01   3.003315e+00   5.574434e-02   0.000000e+00 
  5.239955e+02   1.200332e+01   3.011347e+00   5.574046e-02   0.000000e+00 
  5.241055e+02   1.136022e+01   3.199055e+00   5.421032e-02   0.000000e+00 
  5.241725e+02   1.060248e+01   3.428365e+00   5.235835e-02   0.000000e+00 
  5.242625e+02   9.627057e+00   3.753150e+00   4.987062e-02   0.000000e+00 
  5.242990e+02   9.245339e+00   3.890345e+00   4.886171e-02   0.000000e+00 
  5.244990e+02   7.295822e+00   4.698194e+00   4.333343e-02   0.000000e+00 
  5.246355e+02   6.103253e+00   5.304025e+00   3.956039e-02   0.000000e+00 
  5.246355e+02   6.103253e+00   5.304025e+00   3.956039e-02   0.000000e+00 
  5.246355e+02   6.103253e+00   5.304025e+00   3.956039e-02   0.000000e+00 
  5.246355e+02   6.103253e+00   5.304025e+00   3.956039e-02   0.000000e+00 
  5.248055e+02   4.774521e+00   6.120337e+00   3.486135e-02   0.000000e+00 
  5.248055e+02   4.774521e+00   6.120337e+00   3.486135e-02   0.000000e+00 
  5.248055e+02   4.774521e+00   6.120337e+00   3.486135e-02   0.000000e+00 
  5.250525e+02   3.153351e+00   7.428544e+00   2.803393e-02   0.000000e+00 
  5.251275e+02   2.733638e+00   7.854414e+00   2.596083e-02   0.000000e+00 
  5.252375e+02   2.297650e+00   8.099818e+00   2.354024e-02   0.000000e+00 
  5.252845e+02   2.174080e+00   8.035399e+00   2.276237e-02   0.000000e+00 
  5.255555e+02   1.616908e+00   7.459386e+00   1.893213e-02   0.000000e+00 
  5.258265e+02   1.301685e+00   6.521122e+00   1.634444e-02   0.000000e+00 
  5.258265e+02   1.301685e+00   6.521122e+00   1.634444e-02   0.000000e+00 
  5.260975e+02   1.192132e+00   5.326592e+00   1.492539e-02   0.000000e+00 
  5.263685e+02   1.275638e+00   4.010726e+00   1.463442e-02   0.000000e+00 
  5.263685e+02   1.275638e+00   4.010726e+00   1.463442e-02   0.000000e+00 
  5.264155e+02   1.309026e+00   3.784366e+00   1.468087e-02   0.000000e+00 
  5.266955e+02   1.094392e+00   3.875228e+00   1.224912e-02   0.000000e+00 
  5.267405e+02   1.004385e+00   4.125486e+00   1.144782e-02   0.000000e+00 
  5.267405e+02   1.004385e+00   4.125486e+00   1.144782e-02   0.000000e+00 
  5.267848e+02   9.233678e-01   4.380348e+00   1.065941e-02   0.000000e+00 
  5.270878e+02   5.950668e-01   6.133165e+00   5.954323e-03   0.000000e+00 
  5.273908e+02   6.464054e-01   7.623364e+00   2.600296e-03   0.000000e+00 
  5.273908e+02   6.464054e-01   7.623364e+00   2.600296e-03   0.000000e+00 
  5.276938e+02   1.094534e+00   8.525297e+00   5.922548e-04   0.000000e+00 
  5.279968e+02   2.035054e+00   8.619065e+00  -8.187148e-05   0.000000e+00 
  5.279968e+02   2.035054e+00   8.619065e+00  -8.187148e-05   0.000000e+00 
  5.279968e+02   2.035054e+00   8.619065e+00  -8.187148e-05   0.000000e+00 
  5.279968e+02   2.035054e+00   8.619065e+00  -8.187148e-05   0.000000e+00 
  5.280438e+02   2.233541e+00   8.566477e+00  -8.323425e-05   0.000000e+00 
  5.282438e+02   3.248508e+00   8.221627e+00  -8.968790e-05   0.000000e+00 
  5.282938e+02   3.548788e+00   8.106384e+00  -9.146911e-05   0.000000e+00 
  5.282938e+02   3.548788e+00   8.106384e+00  -9.146911e-05   0.000000e+00 
  5.283438e+02   3.863813e+00   7.992567e+00  -9.325032e-05   0.000000e+00 
  5.284938e+02   4.897354e+00   7.659670e+00  -9.859394e-05   0.000000e+00 
  5.299320e+02   2.154236e+01   5.119256e+00  -1.498279e-04   0.000000e+00 
  5.302320e+02   1.947386e+01   6.443038e+00  -1.369289e-04   0.000000e+00 
  5.304556e+02   1.369570e+01   9.169544e+00  -1.102425e-04   0.000000e+00 
  5.307056e+02   1.063329e+01   1.060887e+01  -9.077467e-05   0.000000e+00 
  5.307556e+02   1.050503e+01   1.048094e+01  -8.882333e-05   0.000000e+00 
  5.307556e+02   1.050503e+01   1.048094e+01  -8.882333e-05   0.000000e+00 
  5.358556e+02   3.996004e+00   3.999415e+00   1.102139e-04   0.000000e+00 
  5.358556e+02   3.996004e+00   3.999415e+00   1.102139e-04   0.000000e+00 
  5.409556e+02   1.050498e+01   1.052485e+01   3.092511e-04   0.000000e+00 
  5.409556e+02   1.050498e+01   1.052485e+01   3.092511e-04   0.000000e+00 
  5.410056e+02   1.063323e+01   1.065321e+01   3.112024e-04   0.000000e+00 
  5.412056e+02   1.037304e+01   1.200524e+01   3.075753e-04   0.000000e+00 
  5.412556e+02   1.011907e+01   1.257552e+01   3.038215e-04   0.000000e+00 
  5.414056e+02   9.378997e+00   1.436822e+01   2.925601e-04   0.000000e+00 
  5.420921e+02   6.409549e+00   2.413897e+01   2.410221e-04   0.000000e+00 
  5.422921e+02   6.251146e+00   2.505266e+01   2.372664e-04   0.000000e+00 
  5.423421e+02   6.361666e+00   2.469112e+01   2.391275e-04   0.000000e+00 
  5.423421e+02   6.361666e+00   2.469112e+01   2.391275e-04   0.000000e+00 
  5.456252e+02   1.747363e+01   7.142605e+00   3.613358e-04   0.000000e+00 
  5.457752e+02   1.816272e+01   6.632190e+00   3.669192e-04   0.000000e+00 
  5.458252e+02   1.839594e+01   6.467709e+00   3.687804e-04   0.000000e+00 
  5.460252e+02   1.862174e+01   6.074202e+00   3.690865e-04   0.000000e+00 
  5.460752e+02   1.849941e+01   6.038457e+00   3.673779e-04   0.000000e+00 
  5.460752e+02   1.849941e+01   6.038457e+00   3.673779e-04   0.000000e+00 
  5.495734e+02   1.161069e+01   5.848981e+00   2.478373e-04   0.000000e+00 
  5.496734e+02   1.146216e+01   5.910569e+00   2.444201e-04   0.000000e+00 
  5.497234e+02   1.138890e+01   5.942760e+00   2.427115e-04   0.000000e+00 
  5.499234e+02   1.126194e+01   5.995796e+00   2.375817e-04   0.000000e+00 
  5.499734e+02   1.127130e+01   5.989951e+00   2.367225e-04   0.000000e+00 
  5.499734e+02   1.127130e+01   5.989951e+00   2.367225e-04   0.000000e+00 
  5.534716e+02   1.303754e+01   7.659315e+00   1.766035e-04   0.000000e+00 
  5.535716e+02   1.312025e+01   7.767284e+00   1.748849e-04   0.000000e+00 
  5.536216e+02   1.316227e+01   7.822523e+00   1.740256e-04   0.000000e+00 
  5.538216e+02   1.296743e+01   8.276639e+00   1.681795e-04   0.000000e+00 
  5.538716e+02   1.282923e+01   8.451360e+00   1.661226e-04   0.000000e+00 
  5.538716e+02   1.282923e+01   8.451360e+00   1.661226e-04   0.000000e+00 
  5.573698e+02   5.960597e+00   2.669013e+01   2.221020e-05   0.000000e+00 
  5.574698e+02   5.845426e+00   2.738586e+01   1.809630e-05   0.000000e+00 
  5.575198e+02   5.789533e+00   2.773736e+01   1.603935e-05   0.000000e+00 
  5.577198e+02   5.817351e+00   2.798108e+01   8.091451e-06   0.000000e+00 
  5.577698e+02   5.887420e+00   2.774909e+01   6.160568e-06   0.000000e+00 
  5.577698e+02   5.887420e+00   2.774909e+01   6.160568e-06   0.000000e+00 
  5.613680e+02   1.427424e+01   1.406068e+01  -1.327936e-04   0.000000e+00 
  5.613680e+02   1.427424e+01   1.406068e+01  -1.327936e-04   0.000000e+00 
  5.614180e+02   1.443725e+01   1.391224e+01  -1.347245e-04   0.000000e+00 
  5.616180e+02   1.446209e+01   1.392874e+01  -1.394629e-04   0.000000e+00 
  5.616680e+02   1.431125e+01   1.408559e+01  -1.398927e-04   0.000000e+00 
  5.617680e+02   1.401298e+01   1.440300e+01  -1.407521e-04   0.000000e+00 
  5.651776e+02   6.567497e+00   2.818132e+01  -1.700562e-04   0.000000e+00 
  5.651776e+02   6.567497e+00   2.818132e+01  -1.700562e-04   0.000000e+00 
  5.652276e+02   6.497695e+00   2.842611e+01  -1.704859e-04   0.000000e+00 
  5.654276e+02   6.499862e+00   2.820884e+01  -1.758221e-04   0.000000e+00 
  5.654776e+02   6.570769e+00   2.785753e+01  -1.780698e-04   0.000000e+00 
  5.655776e+02   6.716032e+00   2.716203e+01  -1.825653e-04   0.000000e+00 
  5.689872e+02   1.442059e+01   9.143952e+00  -3.358418e-04   0.000000e+00 
  5.689872e+02   1.442059e+01   9.143952e+00  -3.358418e-04   0.000000e+00 
  5.690372e+02   1.457335e+01   8.962055e+00  -3.380895e-04   0.000000e+00 
  5.692372e+02   1.479842e+01   8.487440e+00  -3.425269e-04   0.000000e+00 
  5.692872e+02   1.475681e+01   8.429122e+00  -3.424929e-04   0.000000e+00 
  5.693872e+02   1.467478e+01   8.314862e+00  -3.424249e-04   0.000000e+00 
  5.727968e+02   1.282788e+01   6.314999e+00  -3.401073e-04   0.000000e+00 
  5.727968e+02   1.282788e+01   6.314999e+00  -3.401073e-04   0.000000e+00 
  5.728468e+02   1.281453e+01   6.313079e+00  -3.400733e-04   0.000000e+00 
  5.730468e+02   1.277166e+01   6.310079e+00  -3.400247e-04   0.000000e+00 
  5.730968e+02   1.276357e+01   6.310500e+00  -3.400343e-04   0.000000e+00 
  5.731968e+02   1.274857e+01   6.313719e+00  -3.400536e-04   0.000000e+00 
  5.766064e+02   1.318056e+01   8.319856e+00  -3.407123e-04   0.000000e+00 
  5.766064e+02   1.318056e+01   8.319856e+00  -3.407123e-04   0.000000e+00 
  5.766564e+02   1.320053e+01   8.376689e+00  -3.407220e-04   0.000000e+00 
  5.768564e+02   1.294352e+01   8.835122e+00  -3.363514e-04   0.000000e+00 
  5.769064e+02   1.279657e+01   9.010228e+00  -3.341612e-04   0.000000e+00 
  5.770564e+02   1.236309e+01   9.549218e+00  -3.275906e-04   0.000000e+00 
  5.806821e+02   5.245916e+00   2.881598e+01  -1.687700e-04   0.000000e+00 
  5.806821e+02   5.245916e+00   2.881598e+01  -1.687700e-04   0.000000e+00 
  5.807321e+02   5.192883e+00   2.916543e+01  -1.665798e-04   0.000000e+00 
  5.809321e+02   5.443018e+00   2.805661e+01  -1.649444e-04   0.000000e+00 
  5.818268e+02   9.312564e+00   1.443245e+01  -1.894006e-04   0.000000e+00 
  5.819768e+02   1.008446e+01   1.259540e+01  -1.935005e-04   0.000000e+00 
  5.820268e+02   1.034962e+01   1.201156e+01  -1.948672e-04   0.000000e+00 
  5.822268e+02   1.063329e+01   1.063441e+01  -1.929498e-04   0.000000e+00 
  5.822768e+02   1.050504e+01   1.050591e+01  -1.906305e-04   0.000000e+00 
  5.822768e+02   1.050504e+01   1.050591e+01  -1.906305e-04   0.000000e+00 
  5.873768e+02   3.995999e+00   3.986695e+00   4.593801e-05   0.000000e+00 
  5.873768e+02   3.995999e+00   3.986695e+00   4.593801e-05   0.000000e+00 
  5.873768e+02   3.995999e+00   3.986695e+00   4.593801e-05   0.000000e+00 
  5.873768e+02   3.995999e+00   3.986695e+00   4.593801e-05   0.000000e+00 
  5.873768e+02   3.995999e+00   3.986695e+00   4.593801e-05   0.000000e+00 
  5.924768e+02   1.050498e+01   1.051589e+01   2.825065e-04   0.000000e+00 
  5.924768e+02   1.050498e+01   1.051589e+01   2.825065e-04   0.000000e+00 
  5.925268e+02   1.063323e+01   1.064449e+01   2.848258e-04   0.000000e+00 
  5.927768e+02   1.391681e+01   9.033777e+00   3.288513e-04   0.000000e+00 
  5.929294e+02   1.809805e+01   6.958108e+00   3.765011e-04   0.000000e+00 
  5.932294e+02   2.039213e+01   5.492008e+00   4.020017e-04   0.000000e+00 
  5.945422e+02   5.067743e+00   8.466957e+00   2.088008e-04   0.000000e+00 
  5.946922e+02   3.991398e+00   8.880178e+00   1.867261e-04   0.000000e+00 
  5.947422e+02   3.663360e+00   9.021260e+00   1.793678e-04   0.000000e+00 
  5.947422e+02   3.663360e+00   9.021260e+00   1.793678e-04   0.000000e+00 
  5.947922e+02   3.350694e+00   9.164012e+00   1.720096e-04   0.000000e+00 
  5.949922e+02   2.307970e+00   9.553784e+00   1.442718e-04   0.000000e+00 
  5.950392e+02   2.106756e+00   9.601017e+00   1.381292e-04   0.000000e+00 
  5.950392e+02   2.106756e+00   9.601017e+00   1.381292e-04   0.000000e+00 
  5.950392e+02   2.106756e+00   9.601017e+00   1.381292e-04   0.000000e+00 
  5.953422e+02   1.148687e+00   9.421811e+00   7.691514e-04   0.000000e+00 
  5.956452e+02   6.813513e-01   8.350122e+00   2.743047e-03   0.000000e+00 
  5.956452e+02   6.813513e-01   8.350122e+00   2.743047e-03   0.000000e+00 
  5.959482e+02   6.050751e-01   6.643146e+00   6.069722e-03   0.000000e+00 
  5.962512e+02   8.979925e-01   4.670502e+00   1.075240e-02   0.000000e+00 
  5.962512e+02   8.979925e-01   4.670502e+00   1.075240e-02   0.000000e+00 
  5.962955e+02   9.726635e-01   4.385907e+00   1.153783e-02   0.000000e+00 
  5.962955e+02   9.726635e-01   4.385907e+00   1.153783e-02   0.000000e+00 
  5.963405e+02   1.055912e+00   4.106712e+00   1.233610e-02   0.000000e+00 
  5.966205e+02   1.248574e+00   3.907676e+00   1.475379e-02   0.000000e+00 
  5.966675e+02   1.216134e+00   4.122430e+00   1.470614e-02   0.000000e+00 
  5.969385e+02   1.139682e+00   5.352821e+00   1.499117e-02   0.000000e+00 
  5.972095e+02   1.259124e+00   6.436788e+00   1.640617e-02   0.000000e+00 
  5.972095e+02   1.259124e+00   6.436788e+00   1.640617e-02   0.000000e+00 
  5.974805e+02   1.588206e+00   7.251886e+00   1.899157e-02   0.000000e+00 
  5.977515e+02   2.164806e+00   7.706044e+00   2.282122e-02   0.000000e+00 
  5.977515e+02   2.164806e+00   7.706044e+00   2.282122e-02   0.000000e+00 
  5.977985e+02   2.292471e+00   7.750204e+00   2.359914e-02   0.000000e+00 
  5.979085e+02   2.733617e+00   7.491606e+00   2.599540e-02   0.000000e+00 
  5.979835e+02   3.153328e+00   7.080119e+00   2.803456e-02   0.000000e+00 
  5.979835e+02   3.153328e+00   7.080119e+00   2.803456e-02   0.000000e+00 
  5.979835e+02   3.153328e+00   7.080119e+00   2.803456e-02   0.000000e+00 
  5.982305e+02   4.774485e+00   5.818040e+00   3.475020e-02   0.000000e+00 
  5.984005e+02   6.103208e+00   5.032371e+00   3.937229e-02   0.000000e+00 
  5.984005e+02   6.103208e+00   5.032371e+00   3.937229e-02   0.000000e+00 
  5.984005e+02   6.103208e+00   5.032371e+00   3.937229e-02   0.000000e+00 
  5.984005e+02   6.103208e+00   5.032371e+00   3.937229e-02   0.000000e+00 
  5.987735e+02   9.626987e+00   3.545574e+00   4.951372e-02   0.000000e+00 
  5.988635e+02   1.060240e+01   3.235600e+00   5.196071e-02   0.000000e+00 
  5.989305e+02   1.136014e+01   3.017153e+00   5.378236e-02   0.000000e+00 
  5.990405e+02   1.200324e+01   2.837447e+00   5.527487e-02   0.000000e+00 
  5.991155e+02   1.200123e+01   2.828563e+00   5.526163e-02   0.000000e+00 
  5.993625e+02   1.200123e+01   2.827485e+00   5.521802e-02   0.000000e+00 
  5.994375e+02   1.200324e+01   2.835713e+00   5.520478e-02   0.000000e+00 
  5.995475e+02   1.136014e+01   3.014326e+00   5.367569e-02   0.000000e+00 
  5.996145e+02   1.060240e+01   3.231980e+00   5.183335e-02   0.000000e+00 
  5.997045e+02   9.626990e+00   3.540818e+00   4.935857e-02   0.000000e+00 
  5.999175e+02   7.512380e+00   4.346952e+00   4.350158e-02   0.000000e+00 
  6.000675e+02   6.186780e+00   4.978110e+00   3.937695e-02   0.000000e+00 
  6.001553e+02   5.473580e+00   5.371880e+00   3.696266e-02   0.000000e+00 
  6.001553e+02   5.473580e+00   5.371880e+00   3.696266e-02   0.000000e+00 
  6.002475e+02   4.774491e+00   5.804725e+00   3.442738e-02   0.000000e+00 
  6.002475e+02   4.774491e+00   5.804725e+00   3.442738e-02   0.000000e+00 
  6.002475e+02   4.774491e+00   5.804725e+00   3.442738e-02   0.000000e+00 
  6.004945e+02   3.153333e+00   7.061943e+00   2.763548e-02   0.000000e+00 
  6.005695e+02   2.733623e+00   7.471834e+00   2.557316e-02   0.000000e+00 
  6.006795e+02   2.310439e+00   7.672813e+00   2.322390e-02   0.000000e+00 
  6.007375e+02   2.171233e+00   7.559683e+00   2.233008e-02   0.000000e+00 
  6.010405e+02   1.616531e+00   6.780290e+00   1.842051e-02   0.000000e+00 
  6.013435e+02   1.329094e+00   5.686105e+00   1.595783e-02   0.000000e+00 
  6.016465e+02   1.273604e+00   4.408918e+00   1.486695e-02   0.000000e+00 
  6.016465e+02   1.273604e+00   4.408918e+00   1.486695e-02   0.000000e+00 
  6.019495e+02   1.443243e+00   3.102557e+00   1.511462e-02   0.000000e+00 
  6.022525e+02   1.858854e+00   1.924367e+00   1.670839e-02   0.000000e+00 
  6.025555e+02   2.571507e+00   1.016252e+00   1.969684e-02   0.000000e+00 
  6.025555e+02   2.571507e+00   1.016252e+00   1.969684e-02   0.000000e+00 
  6.026250e+02   2.780863e+00   8.597830e-01   2.054850e-02   0.000000e+00 
  6.027750e+02   3.272946e+00   6.019073e-01   2.238663e-02   0.000000e+00 
  6.028365e+02   3.490595e+00   5.277147e-01   2.314026e-02   0.000000e+00 
  6.030865e+02   3.490594e+00   5.288537e-01   2.315147e-02   0.000000e+00 
  6.030865e+02   3.490594e+00   5.288537e-01   2.315147e-02   0.000000e+00 
  6.030865e+02   3.490594e+00   5.288537e-01   2.315147e-02   0.000000e+00 
  6.031540e+02   3.252205e+00   6.119551e-01   2.233024e-02   0.000000e+00 
  6.031540e+02   3.252205e+00   6.119551e-01   2.233024e-02   0.000000e+00 
  6.033675e+02   2.571503e+00   1.020540e+00   1.973272e-02   0.000000e+00 
  6.036705e+02   1.858849e+00   1.932671e+00   1.677154e-02   0.000000e+00 
  6.039735e+02   1.443237e+00   3.114991e+00   1.520697e-02   0.000000e+00 
  6.042765e+02   1.273598e+00   4.425097e+00   1.499132e-02   0.000000e+00 
  6.042765e+02   1.273598e+00   4.425097e+00   1.499132e-02   0.000000e+00 
  6.045795e+02   1.329088e+00   5.705193e+00   1.611800e-02   0.000000e+00 
  6.048825e+02   1.616525e+00   6.801100e+00   1.862137e-02   0.000000e+00 
  6.051855e+02   2.171228e+00   7.580823e+00   2.257775e-02   0.000000e+00 
  6.051855e+02   2.171228e+00   7.580823e+00   2.257775e-02   0.000000e+00 
  6.052435e+02   2.310434e+00   7.693874e+00   2.348121e-02   0.000000e+00 
  6.053535e+02   2.733617e+00   7.491603e+00   2.585599e-02   0.000000e+00 
  6.054285e+02   3.153327e+00   7.080116e+00   2.794080e-02   0.000000e+00 
  6.054285e+02   3.153327e+00   7.080116e+00   2.794080e-02   0.000000e+00 
  6.054285e+02   3.153327e+00   7.080116e+00   2.794080e-02   0.000000e+00 
  6.056755e+02   4.774485e+00   5.818037e+00   3.480678e-02   0.000000e+00 
  6.057677e+02   5.473574e+00   5.383533e+00   3.736972e-02   0.000000e+00 
  6.057677e+02   5.473574e+00   5.383533e+00   3.736972e-02   0.000000e+00 
  6.058555e+02   6.186774e+00   4.988261e+00   3.981034e-02   0.000000e+00 
  6.060055e+02   7.512375e+00   4.354715e+00   4.397996e-02   0.000000e+00 
  6.062185e+02   9.626986e+00   3.545573e+00   4.990083e-02   0.000000e+00 
  6.063085e+02   1.060240e+01   3.235599e+00   5.240261e-02   0.000000e+00 
  6.063755e+02   1.136014e+01   3.017152e+00   5.426504e-02   0.000000e+00 
  6.064855e+02   1.200324e+01   2.837447e+00   5.581070e-02   0.000000e+00 
  6.065605e+02   1.200123e+01   2.828563e+00   5.582394e-02   0.000000e+00 
  6.068075e+02   1.200123e+01   2.827485e+00   5.586756e-02   0.000000e+00 
  6.068825e+02   1.200324e+01   2.835714e+00   5.588080e-02   0.000000e+00 
  6.069925e+02   1.136014e+01   3.014326e+00   5.437171e-02   0.000000e+00 
  6.070595e+02   1.060240e+01   3.231980e+00   5.252997e-02   0.000000e+00 
  6.071495e+02   9.626990e+00   3.540819e+00   5.005598e-02   0.000000e+00 
  6.075225e+02   6.103213e+00   5.022053e+00   3.980269e-02   0.000000e+00 
  6.075225e+02   6.103213e+00   5.022053e+00   3.980269e-02   0.000000e+00 
  6.075225e+02   6.103213e+00   5.022053e+00   3.980269e-02   0.000000e+00 
  6.075225e+02   6.103213e+00   5.022053e+00   3.980269e-02   0.000000e+00 
  6.076925e+02   4.774491e+00   5.804728e+00   3.512960e-02   0.000000e+00 
  6.076925e+02   4.774491e+00   5.804728e+00   3.512960e-02   0.000000e+00 
  6.076925e+02   4.774491e+00   5.804728e+00   3.512960e-02   0.000000e+00 
  6.079395e+02   3.153333e+00   7.061946e+00   2.833989e-02   0.000000e+00 
  6.080145e+02   2.733623e+00   7.471837e+00   2.627823e-02   0.000000e+00 
  6.081245e+02   2.291872e+00   7.730890e+00   2.385227e-02   0.000000e+00 
  6.081715e+02   2.163729e+00   7.688145e+00   2.306302e-02   0.000000e+00 
  6.084425e+02   1.584870e+00   7.242378e+00   1.917116e-02   0.000000e+00 
  6.087135e+02   1.254201e+00   6.435527e+00   1.652870e-02   0.000000e+00 
  6.087135e+02   1.254201e+00   6.435527e+00   1.652870e-02   0.000000e+00 
  6.089845e+02   1.133662e+00   5.358731e+00   1.506012e-02   0.000000e+00 
  6.092555e+02   1.209378e+00   4.133624e+00   1.472348e-02   0.000000e+00 
  6.092555e+02   1.209378e+00   4.133624e+00   1.472348e-02   0.000000e+00 
  6.093025e+02   1.241727e+00   3.919557e+00   1.476227e-02   0.000000e+00 
  6.095825e+02   1.052994e+00   4.121095e+00   1.230448e-02   0.000000e+00 
  6.096275e+02   9.708535e-01   4.400520e+00   1.150210e-02   0.000000e+00 
  6.096275e+02   9.708535e-01   4.400520e+00   1.150210e-02   0.000000e+00 
  6.096718e+02   8.972014e-01   4.685322e+00   1.071264e-02   0.000000e+00 
  6.099748e+02   6.094761e-01   6.658268e+00   6.001358e-03   0.000000e+00 
  6.102778e+02   6.883823e-01   8.363387e+00   2.643138e-03   0.000000e+00 
  6.102778e+02   6.883823e-01   8.363387e+00   2.643138e-03   0.000000e+00 
  6.105808e+02   1.156309e+00   9.431267e+00   6.329342e-04   0.000000e+00 
  6.108838e+02   2.113086e+00   9.605378e+00  -4.129830e-05   0.000000e+00 
  6.108838e+02   2.113086e+00   9.605378e+00  -4.129830e-05   0.000000e+00 
  6.109308e+02   2.313913e+00   9.557306e+00  -4.251579e-05   0.000000e+00 
  6.110918e+02   3.424578e+00   8.339889e+00  -4.926484e-05   0.000000e+00 
  6.111708e+02   4.256402e+00   7.307086e+00  -5.390581e-05   0.000000e+00 
  6.113208e+02   6.093450e+00   5.538280e+00  -6.271778e-05   0.000000e+00 
  6.113998e+02   7.196650e+00   4.707940e+00  -6.735875e-05   0.000000e+00 
  6.117448e+02   7.261496e+00   4.136087e+00  -6.470444e-05   0.000000e+00 
  6.118198e+02   6.231689e+00   4.604635e+00  -5.920780e-05   0.000000e+00 
  6.119888e+02   4.989476e+00   4.977627e+00  -5.111468e-05   0.000000e+00 
  6.120739e+02   4.801037e+00   4.789649e+00  -4.909585e-05   0.000000e+00 
  6.120739e+02   4.801037e+00   4.789649e+00  -4.909585e-05   0.000000e+00 
  6.121590e+02   4.619187e+00   4.608258e+00  -4.707702e-05   0.000000e+00 
  6.121590e+02   4.619187e+00   4.608258e+00  -4.707702e-05   0.000000e+00 
  6.144660e+02   2.200007e+00   2.200714e+00   7.628049e-06   0.000000e+00 
  6.144660e+02   2.200007e+00   2.200714e+00   7.628049e-06   0.000000e+00 
  6.144660e+02   2.200007e+00   2.200714e+00   7.628049e-06   0.000000e+00 
  6.144660e+02   2.200007e+00   2.200714e+00   7.628049e-06   0.000000e+00 
  6.144660e+02   2.200007e+00   2.200714e+00   7.628049e-06   0.000000e+00 
  6.144660e+02   2.200007e+00   2.200714e+00   7.628049e-06   0.000000e+00 
  6.167730e+02   4.619219e+00   4.630035e+00   6.233312e-05   0.000000e+00 
  6.167730e+02   4.619219e+00   4.630035e+00   6.233312e-05   0.000000e+00 
  6.168582e+02   4.801070e+00   4.812230e+00   6.435195e-05   0.000000e+00 
  6.168582e+02   4.801070e+00   4.812230e+00   6.435195e-05   0.000000e+00 
  6.169433e+02   4.989511e+00   5.001012e+00   6.637078e-05   0.000000e+00 
  6.171123e+02   6.231732e+00   4.626040e+00   7.565244e-05   0.000000e+00 
  6.171873e+02   7.261546e+00   4.155178e+00   8.221749e-05   0.000000e+00 
  6.175323e+02   7.196698e+00   4.728496e+00   8.386420e-05   0.000000e+00 
  6.176113e+02   6.093490e+00   5.562138e+00   7.766173e-05   0.000000e+00 
  6.177613e+02   4.256430e+00   7.337856e+00   6.588489e-05   0.000000e+00 
